,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description,year,month,day,Weekday,WeekofYear
227,Country_01,Local_04,Mining,2,III,Male,Third Party,Others,approximately maintenance workshop e e unicon circumstances two mechanical technicians placed protective plate kg mixkret fuel tank moment attempting bolt protective plate slips hands one falling directly instep left foot causing injury described,2016,10,1,Saturday,39
228,Country_01,Local_04,Mining,1,II,Male,Third Party,Others,n nv cx mixkret operator washing mixkret hose water pressure necessary change location right side left proceeds pull hose slips feels left foot bends,2016,10,3,Monday,40
229,Country_02,Local_05,Metals,1,III,Male,Employee,Pressed,carrying supply operation zinc powder container using crane move employee closed lower lock container making movement push lock made excessive effort thumb right hand causing sprain,2016,10,3,Monday,40
230,Country_02,Local_08,Metals,1,II,Male,Employee,Pressed,withdrawal cathode sample employee came press finger tool cuts sample,2016,10,3,Monday,40
231,Country_01,Local_03,Mining,1,IV,Male,Third Party,Others,intersection level main road access south ramp collaborator freed tube inches diameter gable descended holding pipe fourth step telescopic aluminum ladder approximately meters floor point another clamping point gable lifted lifting tube pulls worker causing lose balance fall height meters described injury occurring,2016,10,3,Monday,40
232,Country_03,Local_10,Others,3,III,Male,Employee,Others,probe bore bapdd around hours polling assistant luciano da silva performing maneuver descending rods led rod gutter leaning suitably came escape gutter returning toward easel hand slipped little finger rod easel realizing shaft returned released immediately little finger partially hit rim rod easel resulting cut auxiliary taken hospital attended wound resulted points released administrative activities,2016,10,4,Tuesday,40
233,Country_01,Local_04,Mining,2,II,Male,Third Party,Others,offices incimmet circumstances environment set place cleaning materials wooden strip placed staircase structure container strip cut size accident victim coordinated partner put pressure using hammer holding right hand frame pressure placed strip pushed side container creating opening corrugated iron wall time continuing hit ribbon falls causing wall container return initial position pressing tip little finger right hand corrugated iron causing accident,2016,10,8,Saturday,40
234,Country_01,Local_03,Mining,1,IV,Male,Third Party (Remote),Others,area equipment inspection staff atenuz ee trying remove hydraulic hammer safety locks excavator mechanical lubricator holds right hand hat type chisel equipment mechanic hit chisel pound rubber bump remove safety point one blows falls edge hat type protector causing slip strike fourth finger lubricant mechanic right hand generating described injury time accident lubricator mechanic put gloves type pad,2016,10,10,Monday,41
235,Country_01,Local_04,Mining,3,IV,Male,Employee,Others,approx hrs mr eliseo secondary crushing operator retiring snack finds gate chute strip open approaching close gate moment operator mr samuel upper platform coordinates operator control room start strip moment start product projects particle x x cm impacting flange gate projecting towards height lenses respirator mr eliseo,2016,10,10,Monday,41
236,Country_02,Local_05,Metals,1,III,Male,Employee,Chemical substances,employee cleaning near area pneumatic conveyor hit drop sulfuric acid upper lip,2016,10,11,Tuesday,41
237,Country_02,Local_02,Mining,2,II,Male,Third Party (Remote),Others,employee assisted support gate tying canvas frame pressing rope canvas stretched metal structure moved coming wooden support falling striking employee face causing cut right superciliary,2016,10,13,Thursday,41
238,Country_01,Local_03,Mining,3,IV,Male,Employee,Others,phase operator carried removal inchancanbles reciprocating feeder removing split set support rope staff supports left hand structure protection falling moment another split set comes together load hits distal phalanx fifth finger left hand generating described injury,2016,10,13,Thursday,41
239,Country_01,Local_03,Mining,4,IV,Male,Third Party,Others,circumstances assistant mine arranging advance hose flexible nylon diameter proceed watered shot fired positioning zone support deteriorated last blasting moment gives block rock cmx cmx cm kg roof work height meters falling hits rebound left leg collaborator causing described injury,2016,10,18,Tuesday,42
240,Country_01,Local_03,Mining,1,IV,Male,Third Party,Others,inside mine diamond drilling positive drill moments control tube rescued fisherman winch cable breaks untimely developing whiplash effect impacting left hand drilling assistant causing described injury time accident drilling assistant platform frame using hycron type safety gloves,2016,10,18,Tuesday,42
241,Country_02,Local_05,Metals,1,III,Male,Employee,Pressurized Systems,employee cleaned thermal recovery boiler using air boom hose loosened pipe connection drawing jet compressed air toward right ear causing impact noise,2016,10,20,Thursday,42
242,Country_02,Local_02,Mining,2,IV,Male,Employee,Others,activity loading explosives front level gts fall rock fragment reaching right arm blaster causing cut blunt,2016,10,23,Sunday,42
243,Country_01,Local_01,Mining,1,IV,Male,Third Party,Others,circumstances mechanical technician work colleague arranged accommodate spare rollover small platform cart floor two squat collaborators decide push one side time one edge rollover imprisons third finger left hand handle cart right side causing wound third finger left hand time accident employees used respective gloves,2016,10,24,Monday,43
244,Country_01,Local_01,Mining,3,IV,Male,Employee,Others,ore loading lt locomotive completed penultimate car derails th car presence fragment rock railway line weight car mineral tons get back track mining car victim makes use metal tube length meters diameter maneuver reposition mining car moment metallic tube loses stability imprisons victim hand strut mining car collaborator time event towards use leather gloves,2016,10,26,Wednesday,43
245,Country_01,Local_03,Mining,1,IV,Male,Employee,Others,time heavy equipment operator got equipment check right front headlight defective scooptram position rim position left leg slides causing heavy equipment operator fall height cm,2016,10,27,Thursday,43
246,Country_01,Local_03,Mining,1,IV,Male,Employee,Others,alimak chimney level alimakero driller assistant positioned main cage guard heads proceed perform rock untie top chimney time teacher perceives spark rock top communicates assistant prevented falling rock x x guard heads fragmented one fragments fall chain rebound rubs operator right hand generating described injury,2016,10,29,Saturday,43
247,Country_02,Local_08,Metals,4,IV,Male,Employee,Pressed,activity placing boards racks exchange fabrics filters one plates inclined trying put plate correct position plate arm pressed back right hand structure easel,2016,10,29,Saturday,43
248,Country_01,Local_03,Mining,4,V,Male,Employee,Others,observing pulp overflow overflow reception drawer thickener filter operator approaches verify operation c pump making sure stopped press keypad start pump getting start proceeds remove guard manipulates motor pump transmission strips left hand imprisoned pulley motor transmission belt,2016,11,4,Friday,44
249,Country_01,Local_04,Mining,1,IV,Male,Employee,Others,mr eriks completed change guide pole conveyor belt collaborator moved side belt remove tecl passes stairs without getting observe moment collaborator jhon dropped inchancable weight approx kg entrance platform chute discharge height meters iron grazed forearm finally hitting left foot height instep,2016,11,8,Tuesday,45
250,Country_02,Local_08,Metals,1,II,Male,Employee,Others,igniting furnace battery reflux hot gas reaching face employee,2016,11,8,Tuesday,45
251,Country_01,Local_06,Metals,4,IV,Male,Employee,Others,approximately mr wilmer approaches c drying tower placement blanket cover entrance manhole tower moment manhole cover resting railing slides impacting right leg,2016,11,11,Friday,45
252,Country_01,Local_06,Metals,1,II,Male,Employee,Plates,hrs cathode goes pre estriping sheets detached bend cathode position operator assistant lift cathode head position tranfer moment detached sheet exerts pressure cathode hitting palm left hand operator head transfe activity paralyzed collaborator referred medical post head guard,2016,11,13,Sunday,45
253,Country_01,Local_04,Mining,3,IV,Male,Third Party,Others,workers c sar injured nilton receive order immediate supervisor rom n carry assembly activity brace length approximate weight kg structure nro belt said collaborators lift brace approach installation point leaving one end ground resting corner pedestal approximate height cm carrying planning work injured person lifts end part floor turn position assembly moment end falls generating imprisonment fingers left hand staff taken medical center supervisor,2016,11,19,Saturday,46
254,Country_03,Local_10,Others,1,I,Male,Third Party,Others,region povoado vista martin pole ce employee f bio de vieira performed soil collection activities field together auxiliaries manoel da silva diassis nascimento around crossing fence glove attached wire body projected forward causing slight twist left wrist team traveled city granja employee referred hospital consultation doctor diagnose fracture prescribing remedy local pain ice packs medical evaluation employee carry activities normally,2016,11,21,Monday,47
255,Country_01,Local_06,Metals,1,IV,Male,Employee,Others,operator descending ladder sailor steps falls floor going er step falling back hitting head worker used chin strap helmet safety element reduced injury blow treated medical center local treatment referred clinic evaluation,2016,11,23,Wednesday,47
256,Country_01,Local_04,Mining,1,II,Male,Employee,Others,approx mr denis made mesh placed ventilation plug ladder trying wire tie suddenly imbalance due manipulation tools falling third step propici ndose blow right knee wound wrist right hand later evacuated post received first aid,2016,11,23,Wednesday,47
257,Country_02,Local_07,Mining,1,II,Male,Employee,Others,employee reports upon initiating rlc front loading activity performing emulsion preparation use displacement small rock fragment ceiling reaching left forearm,2016,11,25,Friday,47
258,Country_01,Local_03,Mining,1,I,Male,Third Party,Others,level dining room collaborator finished washing tabolas food containers dimensions cm x cm x cm proceed order pinking thumb right hand corner aluminum tabola generating lesion employee time accident safety gloves,2016,11,28,Monday,48
259,Country_02,Local_08,Metals,2,III,Male,Employee,Others,exchange shock bearing housing employee used sledgehammer hit pipe stage activity hammer hit stepladder close coming hand tool projected onto left hand thumb holding piece,2016,11,29,Tuesday,48
260,Country_01,Local_03,Mining,1,II,Male,Third Party,Others,welder completed welding work reinforce forms deepening walked towards distant truck mt point welder stepped fragment rock cm x cm x cm approx generates foot flexes generates injury worker,2016,11,30,Wednesday,48
261,Country_01,Local_03,Mining,1,IV,Male,Employee,Others,activity chuteo ore hopper op operator locomotive parks equipment hopper fill first car moment blowing release load mud flow suddenly appears presence rock fragments personnel direction flow covered mud,2016,12,1,Thursday,48
262,Country_01,Local_03,Mining,1,IV,Male,Employee,Others,activity chuteo ore hopper op operator locomotive parks equipment hopper fill first car moment blowing release load mud flow suddenly appears presence rock fragments personnel direction flow covered mud,2016,12,1,Thursday,48
263,Country_01,Local_03,Mining,1,IV,Male,Third Party,Others,activity chuteo ore hopper op operator locomotive parks equipment hopper fill first car moment blowing release load mud flow suddenly appears presence rock fragments personnel direction flow covered mud,2016,12,1,Thursday,48
264,Country_01,Local_01,Mining,1,IV,Male,Employee,Suspended Loads,times four mechanics performed removal tm engine positive slope using key tyrfor time st welder tightened key kg weight pulling chain eyebolt held click roof work broken transversely causing fall key hitting helmet welder mechanic causing cervical contracture tirfor used activity second protection prevent engine falling,2016,12,8,Thursday,49
265,Country_01,Local_01,Mining,1,III,Male,Third Party (Remote),Others,times four employees lowered metal sheet mx kg towards floor height cm assembly assistant timely remove hand trapping ring finger iron loose earth causing contusion ring finger collaborator time event use maneuver gloves,2016,12,8,Thursday,49
266,Country_02,Local_02,Mining,2,III,Male,Third Party (Remote),Others,withdrawal metal form support screw inside well bolt chain holder loosened employee helper exerted force combination wrench bolt came loosen immediately pressing ring finger employee right hand support,2016,12,9,Friday,49
267,Country_01,Local_04,Mining,1,II,Male,Third Party,Others,hours moments mr claudio tipper operator readjusted nuts rear tire right side vehicle using wheel wrench tube extension generate greater force torque mr wilber held back suffers contusion palm right hand extension partner slips hands,2016,12,10,Saturday,49
268,Country_02,Local_08,Metals,1,II,Male,Employee,Others,entering caustic soda containment basin place hose make suction stage steam formation striking employee right left calf,2016,12,12,Monday,50
269,Country_02,Local_02,Mining,1,II,Male,Third Party (Remote),Others,activities revegetation slopes pit pit ii employee hitting sledgehammer rods installation lifeline hit right leg causing slight excoriation,2016,12,13,Tuesday,50
270,Country_01,Local_04,Mining,3,III,Male,Employee,Others,performing doosan rb equipment hammer repair employee tries remove suspenders support pound rope moment receiving blow brace bolt causes splinter released expelling impacting lower left limb causing metal embedding collaborator notice immediately,2016,12,12,Monday,50
271,Country_02,Local_05,Metals,1,II,Male,Third Party (Remote),Others,employee reports performed activity area ustulaci n coordination maintenance hit dust ustulado causing irritation eye region,2016,12,12,Monday,50
272,Country_01,Local_06,Metals,1,II,Male,Third Party,Others,december accessories coupling gun hose high pressure pump bap made clean demister cooling tower g carrying complete coupling turn bap start start test moment hose comes gun hits mr emerson holding gun,2016,12,13,Tuesday,50
273,Country_02,Local_05,Metals,1,III,Male,Employee,Others,employee reports returning anode easel even bumped side easel coming swing hit right shoulder causing bruise,2016,12,15,Thursday,50
274,Country_01,Local_03,Mining,3,IV,Male,Third Party,Others,happened maintenance bolter equipment collaborator uses carpenter hammer able remove link chain advance drilling machine moments hits side chain partner hits structure beam diverting path hammer causing strike left hand,2016,12,15,Thursday,50
275,Country_02,Local_08,Metals,1,II,Female,Third Party,Others,maid walking electrolysis area stumbled fell next bathroom room b,2016,12,16,Friday,50
276,Country_01,Local_04,Mining,1,III,Male,Employee,Others,circumstances operator performed lifting inch vitaulic pipe imprisoned structure railing truck instants pushes pipe right hand returns initial position hitting middle finger employee causing bruise,2016,12,19,Monday,51
277,Country_01,Local_04,Mining,2,IV,Male,Third Party,Others,performing movement bar make room place calibrator mr chuquillanqui pushes bar hands turning moment imprisoned middle finger left hand bar ahead,2016,12,23,Friday,51
278,Country_02,Local_05,Metals,1,II,Male,Third Party,Others,employee reports performed soldering activity hit eye region dust found thermal insulation causing irritation,2016,12,22,Thursday,51
279,Country_01,Local_01,Mining,1,IV,Male,Third Party,Others,end unleashing saturated material talus crest bank rugged taut rope leave work area tension moment loose material top slope crumbles height stool projecting fragment cmx cmx cm gr rubs right cheek causing injury time event area isolated collaborator epps corresponding activity,2016,12,22,Thursday,51
280,Country_01,Local_03,Mining,1,III,Male,Third Party,Others,level geology surface master mine temporarily repair water leakage inch diameter metal distributor makes cut rim chamber strip cm wide x cm long making using cutter partner stretches camera cutting force edge cutter makes contact index finger left hand causing superficial cut time event worker wearing boss gloves,2016,12,23,Friday,51
281,Country_01,Local_06,Metals,1,II,Male,Employee,Others,mr marcelo withdrew foam ajax oven using metal spoon empty foam waste container moment splash slag residues impacting face generating surface burn worker wearing face mask,2016,12,26,Monday,52
282,Country_02,Local_05,Metals,1,IV,Male,Employee,Others,employee reports trying remove one plates overflow system ustulador oven th finger right hand pressed tool wrench extension overflow flange ustulador oven located behind performer,2016,12,28,Wednesday,52
283,Country_01,Local_04,Mining,4,V,Male,Third Party,Others,hours mr hidalgo wanting climb starter board remove fans stands unstable reel driving fell frontally height,2016,12,30,Friday,52
284,Country_01,Local_04,Mining,3,IV,Male,Third Party,Others,approximately p alpha operator mr ronald heading mine decides stop equipment accommodate lights left side manipulating support lighthouse catching fifth finger right hand protection grid support,2016,12,31,Saturday,52
285,Country_01,Local_06,Metals,1,II,Male,Third Party (Remote),Pressed,hours mr jose performed erasing earthenware section turning machine alizado ironing concrete tour abruptly imprisoning left hand command equipment metal structure causing atriction back left hand,2017,1,2,Monday,1
286,Country_01,Local_01,Mining,1,IV,Male,Third Party,Projection,volvo workshop time cutting steel plate thickness installation mt scoop lip oxicorte equipment injured feels discomfort eyes time accident collaborator made use full epp soldering iron lens make full adjustment presence respirator,2017,1,5,Thursday,1
287,Country_01,Local_03,Mining,1,III,Male,Employee,Others,mechanized support activity level tajo lifting support mesh platform scissor equipment employee stumble feels pain heel left foot,2017,1,5,Thursday,1
288,Country_02,Local_08,Metals,1,I,Male,Employee,Pressed,preparation scaffolding activity employee loading pieces designated place finger pressed metal pieces moved,2017,1,6,Friday,1
289,Country_01,Local_04,Mining,1,IV,Male,Employee,Others,making change support vertical pump zinc two mechanics raised beam h x kg one end height injured person knee slips hands causing injury described,2017,1,7,Saturday,1
290,Country_01,Local_06,Metals,3,III,Male,Employee,Cut,deslaminator stops untimely operator lowers locks machine verify failure detecting locking sheet basket manipulator operator tries arrange sheet manually pulling sheet one cuts palm right hand edge sheet referred medical center attention,2017,1,8,Sunday,1
291,Country_02,Local_05,Metals,2,IV,Male,Employee,Projection/Burning,employee performed withdrawal electrical failure engine control drawer tq check exchange fuses closed door drawer energized drawer moment arc opened reaching face part employee forearm causing minor burns,2017,1,8,Sunday,1
292,Country_01,Local_01,Mining,1,III,Male,Third Party,Others,circumstances worker hit support drill beam advance cylinder align base beam holes beam place bolt mechanical hammer slips inertia mechanic hand hits edge beam causing injury time accident employee ppe activity,2017,1,9,Monday,2
293,Country_01,Local_03,Mining,1,III,Male,Employee,Others,level access scissor performed sustaining activity drilling drill install split lifting electrowelded mesh square meters x weight kg approximately team platform assistant slips feels pain inner edge right knee,2017,1,9,Monday,2
294,Country_03,Local_10,Others,1,IV,Male,Third Party,Fall prevention,auxiliary general services paulo e silva months days work performing activity soil collection movement equipment next point holding lever encountered piece sloping ground interlaced vegetation caused fall left side tool held rapid fall prevented employee leaning causing shock elbow ground employee continued activity another points sample collection felt arm bothering,2017,1,10,Tuesday,2
295,Country_02,Local_08,Metals,1,II,Male,Third Party (Remote),Manual Tools,reduction activity tube employee attached tube walrus hit tube hammer untied walrus reaching finger,2017,1,12,Thursday,2
296,Country_01,Local_03,Mining,1,IV,Male,Third Party,Projection,activity settling concrete blocks ventilation plug wall cx level circumstances worker made setting union concrete blocks polyethylene pipe diameter picks spike hits hits top worker protector,2017,1,14,Saturday,2
297,Country_01,Local_03,Mining,1,III,Male,Employee,remains of choco,level tajo area completing drilling drills loading operator removes bit jumbo arm walks towards crew cabin crown work fragment rock passes cocada mesh impacts helmet rebound hits right shoulder operator generating described injury,2017,1,17,Tuesday,3
298,Country_02,Local_08,Metals,1,IV,Male,Employee,Liquid Metal,upon approaching furnace process melting zn ingot struck liquid metal projection,2017,1,17,Tuesday,3
299,Country_02,Local_08,Metals,3,IV,Male,Employee,Others,routine slimming activity kiln battery employee began remove waste inside crucible aid skimmer felt pain left shoulder,2017,1,17,Tuesday,3
300,Country_01,Local_06,Metals,4,IV,Male,Third Party (Remote),Fall prevention,hours mr cesar tello moinsac carrying work assembling water line climbs cat ladder approximate height meters vanishes falls hitting way transferred medical center attention,2017,1,20,Friday,3
301,Country_01,Local_04,Mining,1,III,Male,Third Party,Manual Tools,manipulating materials master drill truck operators decide make space moving radiator moment driver truck imprisoned little finger left hand bar,2017,1,20,Friday,3
302,Country_02,Local_02,Mining,1,I,Male,Third Party (Remote),Others,employees engaged removal material excavation well level using shovel placing bucket day material fell pipes employees boots friction boot calf caused superficial injury legs,2017,1,21,Saturday,3
303,Country_02,Local_02,Mining,1,I,Male,Third Party (Remote),Others,employees engaged removal material excavation well level using shovel placing bucket day material fell pipes employees boots friction boot calf caused superficial injury legs,2017,1,21,Saturday,3
304,Country_01,Local_04,Mining,1,IV,Male,Third Party,remains of choco,th block nv ob moment messrs roger injured cleaned th drill radial mesh inclined shape right gable moment detaches fragments rock x x cm impacting shoulder,2017,1,23,Monday,4
305,Country_02,Local_05,Metals,1,III,Male,Third Party (Remote),Fall,employee transiting grs area came slip suffering twist left knee,2017,1,24,Tuesday,4
306,Country_03,Local_10,Others,1,I,Male,Third Party,Venomous Animals,activity collecting soil collaborator milton ran branch attacked maribondos bitten twice head pain swelling allergic symptoms continued activities,2017,1,24,Tuesday,4
307,Country_01,Local_03,Mining,5,VI,Male,Third Party,remains of choco,process loading drills carmen pit level operator positions basket anfo loader equipment height floor carry loading production drills moment stone slab x x detached front pit tilted lodged inside basket trapping right leg collaborator,2017,1,25,Wednesday,4
308,Country_01,Local_04,Mining,2,III,Male,Third Party,Others,times collaborator passing tubo pvc pipe loader uncover fifth hole obstructed piece rock operator jetanol accidentally activates air valve causing loading pipe floor rise suddenly throwing prils anfo excess pipe cheekbone eyelid right eye victim,2017,1,27,Friday,4
309,Country_01,Local_01,Mining,1,III,Male,Third Party,Vehicles and Mobile Equipment,circumstances tipper mv ee mceisa moved nv nv operator sees congestion equipment front unit ramp distance meters access nv decides get cab turning vehicle suddenly slides second rung ground hitting right forearm region fender rung,2017,1,29,Sunday,4
310,Country_01,Local_01,Mining,1,III,Male,Employee,Vehicles and Mobile Equipment,moment entering mouth tunel employee moves left side locomotive lt locomotive personnel transfer stationed entrance mouth without noticing protruding abutment said locomotive bottom hitting right knee metal stirrup noted operator continued duties watch without reporting happened extraction supervisor upon noticing discomfort partner knee immediately evacuated natclar reporting control center,2017,1,28,Saturday,4
311,Country_02,Local_08,Metals,1,III,Male,Employee,Others,assembly activity polypropylene pipe diameter employee stepped pipe flange twisted right foot,2017,1,31,Tuesday,5
312,Country_01,Local_01,Mining,1,IV,Male,Employee,Vehicles and Mobile Equipment,upon entering mine interior bodeguero located litorina n last convoy displacement litorina derails advances approximately meters operator observes event entering entrance gate paralyzes displacement convoy winemaker full epps,2017,1,31,Tuesday,5
313,Country_03,Local_10,Others,1,II,Male,Third Party,Projection/Choco,performing soil activity collaborator alex used pickaxe assist opening collection hole struck ferranta ground fragment rock projected forehead causing small cut activity paralyzed moments necessary go doctor employee continued activities normally,2017,2,1,Wednesday,5
314,Country_02,Local_02,Mining,1,III,Male,Employee,Manual Tools,employee performing drilling activity lm probe level gps positioning needle stem came hit left hand ring finger retraction box causing superficial injury,2017,2,4,Saturday,5
315,Country_03,Local_10,Others,1,II,Male,Employee,Others,p performing geological mapping activity geologist manoel da silva accompanied geologists luciano dos santos dayme make crossing side fence barbed wire known region goat fence base cm height made rods interlaced horizontally upwards made little barbed wire barbed around cm jumped fence still fence managed sweep vegetation left foot even supporting foot ground stump approximately cm x cm came break sole boot cause perforation left foot height fingers,2017,2,5,Sunday,5
316,Country_01,Local_04,Mining,1,II,Male,Third Party,Others,collaborator completed misalignment nut left side chute scraper strip gets turns hits head guard railing hitting lenses generating injury,2017,2,7,Tuesday,6
317,Country_01,Local_03,Mining,2,V,Male,Employee,remains of choco,level op worker performed chuteo ore hopper second car perceived slip water mud hopper decided leave platform already second rung ladder access water increases fragment rock slides hits back worker causing fall hit right forearm left knee,2017,2,7,Tuesday,6
318,Country_01,Local_03,Mining,2,IV,Male,Third Party,Cut,hours approximately circumstances administrative ssomac arranged move guillotine right side towards center table make cuts enmicadas pages trying raise guillotine middle finger right hand rubs edge guillotine blade causing cut yolk third finger right hand,2017,2,8,Wednesday,6
319,Country_02,Local_08,Metals,1,II,Female,Third Party,Others,preparation office cleaning activity employee made use stair railing contact clamp used lock signaling board,2017,2,8,Wednesday,6
320,Country_02,Local_08,Metals,1,I,Male,Third Party (Remote),Pressed,activity packaging cylindrical piece easel employee carried pieces designated place finger pressed metal pieces moved,2017,2,8,Wednesday,6
321,Country_01,Local_04,Mining,2,III,Male,Third Party,Cut,injured collaborator one colleagues wanted move rim scoop tire using strength threw rim floor make roll instant eyelash hits fifth finger right hand ring producing injury,2017,2,8,Wednesday,6
322,Country_01,Local_06,Metals,1,III,Male,Employee,Machine Protection,averaging operator daniel removed cleaning accessories mobile channel line supported left hand rail motion moment crushing nd finger left hand occurs injury occurs collaborator referred medical care,2017,2,8,Wednesday,6
323,Country_01,Local_03,Mining,4,V,Male,Third Party (Remote),Power lock,spillway circumstances worker cleaning use absorbent cloth oil residues right edge atlas axs compressor bonnet open functioning rag falls inside ompressor attempt remove hooked fan propeller pulling worker left hand toward propeller causing injury,2017,2,9,Thursday,6
324,Country_01,Local_06,Metals,1,I,Male,Third Party (Remote),Manual Tools,performing carpentry work collaborator hit second finger left hand hammer held right hand causing bruise height nail evaluation carried medical center unit final diagnosis contusion finger,2017,2,8,Wednesday,6
325,Country_02,Local_08,Metals,2,III,Male,Employee,Pressed,preparing mount polypropylene tubing employee pulled pickup truck positioned place pressing finger tube concrete wall,2017,2,13,Monday,7
326,Country_02,Local_05,Metals,1,IV,Male,Employee,Projection,maintenance peristaltic pump bp change internal hose rupture tubing reserve pump bp ruptured started operate designing solution heated towards employee reaching left forearm causing irritation skin,2017,2,13,Monday,7
327,Country_02,Local_05,Metals,3,IV,Male,Employee,Burn,maintenance peristaltic pump bp change internal hose rupture tubing reserve pump bp disrupted started operate designing solution heated towards employee reaching left forearm causing burn,2017,2,13,Monday,7
328,Country_01,Local_03,Mining,4,V,Male,Third Party,Pressed,nv cx south mechanic loosens bolt intermediate cardan protector dumper protector released imprisons first finger left hand connector hydraulic steering cylinder position,2017,2,14,Tuesday,7
329,Country_03,Local_10,Others,1,I,Male,Third Party,Venomous Animals,pm performing magnetometric using gps collaborator ant nio bumped top field hat branch attacked maribondos bitten behind ear another shoulder continued activity felt pain swelling,2017,2,15,Wednesday,7
330,Country_01,Local_03,Mining,1,II,Female,Third Party (Remote),Fall,averaging offices ajani liliana prepares store folders warehouse go place comes iglu going two steps diagonally sits left foot edge second step causing foot bend left inward stabilizes quickly avoiding falling ground,2017,2,16,Thursday,7
331,Country_01,Local_04,Mining,1,III,Male,Third Party,Projection/Manual Tools,moment extracting bolts chuck rotation unit vsd instant made hits rope lbs base support bolts fragment metal structure projected impacting face mechanic freddy described injury,2017,2,17,Friday,7
332,Country_01,Local_01,Mining,1,III,Male,Employee,Chemical substances,painting pumping pipe completed person involved involuntarily touches face hand gloves full paint clean makes use dry industrial cloth begins rub face period time seconds continuously finally paint face cleaned friction generates described injury,2017,2,17,Friday,7
333,Country_01,Local_01,Mining,1,IV,Male,Third Party,Projection,conclusion unloading ore amp plate tipper pit driver notices stretch support mesh stuck hopper hatch driver gets equipment hopper lifted remove hands mesh generating force fine particles rock fall one impregnated eye injured time incident injured person used measuring glasses surcharges,2017,2,17,Friday,7
334,Country_01,Local_04,Mining,4,IV,Male,Third Party,Vehicles and Mobile Equipment,mr walter putting tools hopper atlas truck parked cruise level ob b mining operations van arrived driven engineer parked behind truck atlas approximately meters without placed safety block went request data drilling later assistant simba opened gate dropping bit hopper mine truck untimely vehicle moved forward pinning mechanic right leg,2017,2,23,Thursday,8
335,Country_02,Local_07,Mining,1,III,Male,Third Party (Remote),Venomous Animals,transport pieces wood aid wheelbarrow employee felt prick right leg moment stopped activity removed leggings shaking pants noticed small scorpion,2017,2,23,Thursday,8
336,Country_01,Local_01,Mining,4,IV,Male,Third Party (Remote),Fall,mining cycle chimney starting drilling work anchor lane alimak system collaborator squat pick manual tool platform moment jackleg team loses position projects towards back collaborator generating injury,2017,2,25,Saturday,8
337,Country_01,Local_01,Mining,1,III,Male,Employee,Projection,support process circumstances assistant performs last cut transverse length mesh mesh generates movement towards operator hits face causing described injury,2017,2,25,Saturday,8
338,Country_03,Local_10,Others,1,I,Male,Third Party,Venomous Animals,p assisting gps magnetometric collaborator gilv nio bumped top field hat branch attacked maribondos moths went towards eyes due use sunglasses attack region prevented insects moved side face getting caught ear back field hat making helper get two bites behind ear gilv nio allergic marimbondos bites soon activity immediately paralyzed drove car accident took medicine antiallergic already used situations work indicated another doctor avoid swelling marcelo responsible project also field mapping activity called radio immediately assistant felt good taken emergency hospital lavras sul consulted doctor took antiallergic released around,2017,2,25,Saturday,8
339,Country_01,Local_01,Mining,1,III,Male,Third Party,Fall,moments staff impromec company heading towards pique support shotcrete casting jobs one electricians identify lane water road right leg enters gutter depth causing injury service litorina paralyzed entrance personnel,2017,2,26,Sunday,8
340,Country_02,Local_07,Mining,1,IV,Male,Employee,Fall prevention,employee descending ladder inspection milling cyclones gives access floor behind mill platform isc mg floor gave way fell height approximately meter meters material ore platform decreasing height fall impact,2017,2,26,Sunday,8
341,Country_01,Local_03,Mining,2,IV,Male,Third Party,remains of choco,area lloclla meters sub station nro circumstances worker preparing pick rope floor several fragments rock slide slope hill one cm fragments diameter approximately impacts face worker producing aforementioned injury,2017,2,27,Monday,9
342,Country_02,Local_02,Mining,3,IV,Male,Employee,Others,performing cleaning activity area near tc grinding employee handling block triangular shaped rock measuring b cm x h cm x e cm movement lost balance falling rock thumb left hand injuring,2017,2,27,Monday,9
343,Country_01,Local_06,Metals,1,I,Male,Third Party (Remote),Others,carrying refractory brick chopping activities order place support bus bar section particle detached hitting assistant right arm one meter away work area provoking wound arm treated medical center returned usual duties,2017,3,1,Wednesday,9
344,Country_03,Local_10,Others,1,I,Male,Third Party,Venomous Animals,soil sampling region sta employees rafael danillo da silva attacked bee test rushed away place employee rafael took bites one chin one chest one neck one hand glove employee took bites one hand glove head employee danillo took bites left arm uniform first one sketched allergy swelling sting site activity stopped evaluate site verifying test remained line left site,2017,3,2,Thursday,9
345,Country_03,Local_10,Others,1,I,Male,Third Party,Venomous Animals,soil sampling region sta employees rafael danillo da silva attacked bee test rushed away place employee rafael took bites one chin one chest one neck one hand glove employee took bites one hand glove head employee danillo took bites left arm uniform first one sketched allergy swelling sting site activity stopped evaluate site verifying test remained line left site,2017,3,2,Thursday,9
346,Country_03,Local_10,Others,1,I,Male,Third Party,Venomous Animals,soil sampling region sta employees rafael danillo da silva attacked bee test rushed away place employee rafael took bites one chin one chest one neck one hand glove employee took bites one hand glove head employee danillo took bites left arm uniform first one sketched allergy swelling sting site activity stopped evaluate site verifying test remained line left site,2017,3,2,Thursday,9
347,Country_02,Local_02,Mining,1,V,Male,Employee,Vehicles and Mobile Equipment,employee hitchhiking cep truck equipment crossed central canterio track catch key wheel loader another operator stopped opposite direction upon returning truck hit arm left loader tire traveling along road passed cep right,2017,3,4,Saturday,9
